-0.916,-0.166,-0.365
-0.957,-0.281,-0.073
-0.958,-0.278,-0.074
-0.955,-0.289,-0.072
-0.954,-0.291,-0.071
-0.954,-0.290,-0.071
0.986,-0.164,-0.003
0.986,-0.164,-0.003
0.988,-0.153,-0.005
-0.945,-0.326,-0.031
-0.946,-0.322,-0.032
-0.944,-0.329,-0.030
-0.943,-0.333,-0.029
-0.941,-0.337,-0.028
-0.944,-0.329,-0.030
0.981,-0.193,0.023
0.981,-0.193,0.023
0.980,-0.199,0.024
-0.911,-0.366,-0.188
-0.901,-0.427,0.070
-0.903,-0.423,0.069
-0.900,-0.431,0.071
-0.899,-0.432,0.071
-0.898,-0.434,0.072
-0.896,-0.438,0.072
-0.899,-0.432,0.071
0.961,-0.264,0.085
0.961,-0.265,0.085
0.962,-0.261,0.085
0.959,-0.270,0.086
-0.912,-0.135,-0.388
-0.962,-0.256,-0.096
-0.963,-0.251,-0.097
-0.960,-0.263,-0.094
-0.960,-0.262,-0.094
0.990,-0.137,-0.018
0.989,-0.147,-0.016
0.988,-0.153,-0.015
-0.916,-0.163,-0.365
-0.958,-0.279,-0.074
