9.580,22.481,-2.139
-22.046,8.772,-4.020
-22.053,8.922,-4.053
-34.734,3.894,16.688
-21.932,4.193,-6.671
0.534,20.861,-5.048
9.635,19.291,-2.320
0.665,15.099,-9.033
9.759,13.673,-6.337
37.141,10.305,1.591
-21.865,1.813,-8.554
0.936,7.050,-17.607
10.036,5.479,-14.880
0.906,6.921,-17.218
-34.508,-7.185,7.819
0.933,7.099,-17.618
0.607,19.113,-7.430
9.708,17.534,-4.700
-34.638,0.281,13.473
-22.087,10.026,-1.539
-17.881,14.778,-5.224
0.450,24.992,-2.308
9.551,23.413,0.422
-34.806,6.697,19.279
37.018,11.355,1.026
-22.498,24.048,10.974
36.885,23.462,12.785
-21.865,1.814,-8.554
0.942,6.913,-17.577
10.043,5.334,-14.848
-34.686,2.257,15.444
-21.932,4.182,-6.669
0.357,26.736,1.237
-22.467,21.997,10.182
36.918,21.363,12.003
-17.766,1.582,-11.296
-17.770,1.674,-11.316
-17.777,2.072,-11.416
37.282,-0.844,-4.525
-17.825,3.802,-9.378
-17.830,3.894,-9.398
-17.836,4.292,-9.498
37.222,1.376,-2.608
-17.766,1.582,-11.296
-17.770,1.674,-11.316
-17.777,2.072,-11.416
37.282,-0.844,-4.525
-17.785,2.322,-10.657
-17.790,2.414,-10.677
-17.796,2.812,-10.777
37.262,-0.104,-3.886
-17.757,2.165,-11.784
-17.762,2.257,-11.804
37.220,0.158,-5.118
0.883,1.868,-13.217
-17.707,-0.931,-9.390
-21.929,-3.680,-4.100
-30.353,-9.223,6.472
-30.355,-9.175,6.462
37.165,-3.477,-2.531
0.908,3.626,-14.685
-17.693,1.030,-10.902
-21.904,-1.942,-5.563
-30.328,-7.484,5.009
37.180,-1.516,-4.043
-21.863,1.723,-8.532
0.962,7.011,-17.592
-30.314,-3.968,2.109
-17.674,2.892,-12.393
-21.877,-0.245,-7.018
37.199,0.347,-5.534
-17.671,2.834,-12.380
-21.872,-0.366,-6.991
37.201,0.288,-5.521
-22.165,11.814,0.837
-30.611,6.040,11.495
-18.197,18.619,4.836
-22.390,15.248,10.262
-30.831,10.075,20.753
-30.820,9.832,20.806
36.673,16.115,11.686
-17.729,5.006,-10.452
-21.931,1.852,-5.073
37.144,2.460,-3.593
-17.727,4.983,-10.447
-21.928,1.791,-5.060
37.145,2.437,-3.588
-17.754,3.274,-8.990
-21.960,0.189,-3.626
-30.388,-5.263,6.926
37.119,0.729,-2.131
-17.690,6.450,-13.809
-22.111,9.287,-1.808
-34.701,0.181,14.213
-22.038,4.956,-3.343
-34.628,-4.150,12.679
37.258,5.167,-1.730
-22.099,10.271,-1.593
37.185,10.570,0.010
9.941,6.948,-12.075
37.326,3.519,-4.134
9.478,26.239,1.044
-22.313,18.323,5.457
36.971,18.622,7.059
9.739,16.251,-6.021
0.518,24.189,-2.921
9.574,22.615,-0.204
-22.291,17.226,4.095
0.351,29.200,1.951
9.407,27.627,4.668
0.469,24.265,-2.949
37.023,19.055,7.781
-21.931,4.171,-6.667
0.466,23.255,-3.168
9.567,21.684,-0.440
0.455,23.816,-2.490
9.556,22.246,0.237
0.359,26.696,1.246
-22.460,21.838,10.217
36.911,21.522,11.969
0.450,24.767,-0.723
9.500,23.298,1.971
0.926,7.250,-17.651
10.027,5.679,-14.923
-21.877,2.055,-8.607
0.495,23.403,-3.562
9.596,21.823,-0.832
-22.442,22.226,9.771
36.921,22.060,11.490
-22.076,9.471,-2.219
0.688,16.126,-9.980
9.789,14.555,-7.253
-34.677,1.742,14.756
36.991,12.246,1.633
